Nº GREVE,DATA ENTRADA,SINDICATO,EMPREGADOR,CAE,NIF,SETOR,DIAS,DURAÇÃO,OBSERVAÇÕES,ANO,MÊS
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
DSRPL,,SINTTAV,ÂMBITO ESTATUTÁRIO,,,Privado,,,,2015,1
120/2015,4-fev-15,SIND. TRAB. INDUST. TRANSF. ENERG. ATVID. AMB. SUL(CGTP),PARMALAT PORTUGAL ,155,,Privado,,Total 1 dia,,2015,2
121/2015,4-fev-15,SIND. IND. ELECT. SUL E ILHAS (CGTP),EDP,35111,,Privado,,Total + de 1 dia,,2015,2
122/2015,4-fev-15,SIND. TRAB. INDUST. TRANSF. ENERG. ATVID. AMB. SUL(CGTP),IBERLIM,81210,,Privado,,Por tempo indeterminado,DESCONVOCADA,2015,2
126/2015,6-fev-15,FECTRANS / STTM / SINDEM / SITRA / FETESE,METROPOLITANO DE LISBOA- EPE,49310,,Setor Empresarial Estado,,Parcial 1 dia,SETOR TRANSPORTES,2015,2
127/2015,6-fev-15,SENSIQ - SINDICATO DE QUADROS E TÉCNICOS,METROPOLITANO DE LISBOA- EPE,49310,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,2
131/2015,10-fev-15,SIND.TRAB. INDUST. TRANSF. ENERG. ATVID. AMB. SUL(CGTP),LOGITERS LOGÍSTICA PORTUGAL S.A ,52291,,Privado,,Total 1 dia,DESCONVOCADA,2015,2
132/2015,10-fev-15,FECTRANS - FEDERAÇÃO DOS SINDICATOS DE TRANSPORTES E COMUNICAÇÕES,CARRISBUS,45200,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,2
134/2015,11-fev-15,FECTRANS / STTM / SINDEM / SITRA / FETESE,METROPOLITANO DE LISBOA- EPE,49310,,Setor Empresarial Estado,,Parcial 1 dia,SETOR TRANSPORTES,2015,2
135/2015,11-fev-15,SENSIQ - SINDICATO DE QUADROS E TÉCNICOS,METROPOLITANO DE LISBOA- EPE,49310,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,2
136/2015,11-fev-15,SINDICATO CERÂMICA CONSTRUÇÃO SUL E ILHAS (CGTP),"ABRIGADA- COMPANHIA NACIONAL DE REFRACTÁRIOS, S.A ",23200,,Privado,,Total + de 1 dia,,2015,2
137/2015,16-fev-15,STAD - SIND. TRAB. ACTIVIDADES DIVERSAS,EMPRESA VADECA,81210,,Privado,,Total + de 1 dia,,2015,2
139/2015,16-fev-15,SINDICATO DOS TRABALHADORES DA INDÚSTRIA VIDREIRA,BA VIDRO  S.A - CENTRO DE VENDA NOVA,23131,,Privado,,Total 1 dia,,2015,2
140/2015,16-fev-15,SIESI-SIND. IND. ELECT. SUL E ILHAS (CGTP),"HALL VISTEON CLIMATE, S.A.",28250,,Privado,,Total + de 1 dia,,2015,2
141/2015,16-fev-15,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,CP COMBOIOS - EPE,49100,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,2
142/2015,16-fev-15,FECTRANS - FEDERAÇÃO DOS SINDICATOS DE TRANSPORTES E COMUNICAÇÕES,"COMPANHIA CARRIS DE FERRO DE LISBOA, S.A",49310,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,2
143/2015,16-fev-15,SINDICATO DOS TRABALHADORES DOS TRANSPORTES,"COMPANHIA CARRIS DE FERRO DE LISBOA, S.A",49310,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",AIHSA- ASSOC. IND. HOTELEIROS E SIMILARES DO ALGARVE,65112,,Privado,,Total 1 dia,,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",AHETA - ASSOC. DOS HOTÉIS E EMPREENDIMETOS TURÍSTICOS DO ALGARVE,94110,,Privado,,Total 1 dia,,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",APHOR- ASSOC. PORTUG. HOTELARIA RESTAURACAO O TURISMO,94110,,Privado,,Total 1 dia,,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",AHRESP- ASSOC. DA HOTELARIA E RESTAURACAO DE PORTUGAL,94110,,Privado,,Total 1 dia,,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",LPFP - LIGA PORTUGUESA DE FUTEBOL  PROFISSIONAL,,,Privado,,Total 1 dia,,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",CNIS- CONFEDERAÇÃO  NACINAL DE INSTITUIÇOES DE SOLIDARIEDADE,88990,,Setor Empresarial Estado,,Total 1 dia,,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",APHP- ASSOCIAÇÃO PORTUGUESA DE HOSPITALIZÇÃO PRIVADA,10720,,Privado,,Total 1 dia,,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",APC- ASSOCIAÇÃO PORTUGUESA DE CASINOS,94110,,Privado,,Total 1 dia,,2015,2
144/2015,16-fev-15,"SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",AEEP-ASSOC. ESTABELIC. ENSINO PARTICULAR COOPERATIVO,65112,,Privado,,Total 1 dia,,2015,2
102/2015,16-fev-15,"STIHTRSC - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO CENTRO","EUREST PORTUGAL, LDA",46390,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,2
145/2015,16-fev-15,FEDERAÇÃO NACIONAL DOS MÉDICOS,SINDICATO DOS MÉDICOS DO NORTE,94200,,Setor Empresarial Estado,,Total 1 dia,,2015,2
145/2015,16-fev-15,FEDERAÇÃO NACIONAL DOS MÉDICOS,SINDICATO DOS MÉDICOS DA ZONA CENTRO,94200,,Setor Empresarial Estado,,Total 1 dia,,2015,2
145/2015,16-fev-15,FEDERAÇÃO NACIONAL DOS MÉDICOS,SINDICATO DOS MÉDICOS DA ZONA SUL,94200,,Setor Empresarial Estado,,Total 1 dia,,2015,2
146/2015,18-fev-15,SITRENS - SINDICATO NACIONAL FERROVIÁRIO DO PESSOAL DE TRENS,CP COMBOIOS -  EPE,49100,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,2
146/2015,18-fev-15,SITRENS - SINDICATO NACIONAL FERROVIÁRIO DO PESSOAL DE TRENS,"CP CARGA S.A., CP COMBOIOS -  EPE",49200,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,2
158/2015,24-fev-15,SIESI - SIN. IND. ELECT. SUL E ILHAS (CGTP),"MAGPOWER- SOLUÇÕES DE ENERGIA , S.A.",27110,,Privado,,Total 1 dia,,2015,2
159/2015,25-fev-15,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,EMEF- Empresa de Manutenção de Equipamento Ferroviário,33170,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
164/2015,27-fev-15,FECTRANS - FEDERAÇÃO DOS SINDICATOS DE TRANSPORTES E COMUNICAÇÕES,TST- TRANSPORTES SUL DO TEJO S.A,49391,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,2
165/2015,27-fev-15,SINDICATO DOS ENFERMEIROS PORTUGUESES,SINDICATO DOS ENFERMEIROS PORTUGUESES - ENFERMEIROS,85110,,Setor Empresarial Estado,,Total 1 dia,,2015,2
166/2015,27-fev-15,"STAL - SINDICATO NACIONAL DOS TRABALHADORES DA ADMINISTRAÇÃO LOCAL E REGIONAL, EMPRESAS PÚBLICAS, CONCESSIONÁRIAS E AFINS",EMPRESAS MUNICIPAIS(TODOS AS ORG. ADMINIST. LOCAL E REGIONAL),,,Setor Empresarial Estado,,Total 1 dia,,2015,2
168/2015,27-fev-15,SINDICATO NACIONAL DAS POLÍCIAS MUNICIPAIS,ADMINIST. DAS EMPRESAS MUNICIPAIS,,,Setor Empresarial Estado,,Total 1 dia,,2015,2
DSRPN,3-fev-15,SITE-NORTE,"EFACEC ENERGIA- MAQUINAS E EQUIPAMENTOS ELECTRICOS, S.A",,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,3-fev-15,SITE-NORTE,EFACEC ENERGIA E SISTEMAS S.A,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,3-fev-15,SITE-NORTE,EFACEC ELECTRIC MOBILITY S.A ,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,3-fev-15,SITE-NORTE,EFACEC CAPITAL S.G.P.S. S.A,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,3-fev-15,SITE-NORTE,EFACEC SERVIÇOS CORPORATIVOS S.A ,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,3-fev-15,SITE-NORTE,EFACEC AMBIENTE S.A.,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,3-fev-15,SITE-NORTE,EFACEC HANDLING SOLUTIONS S.A,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,3-fev-15,SITE-NORTE,ATM- ASSISTENCIA TOTAL EM MANUTENÇAO  S.A,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,9-fev-15,STIANOR,LÉGUAS GULOSAS LDA,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,20-fev-15,SINPICVAT,MARIA CORREIA UNIPESSOAL LDA,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,2
DSRPN,23-fev-15,SNBP - SINDICATO NACIONAL DE BOMBEIROS PROFISSIONAIS,BOMBEIROS VOLUNTARIOS DE ERMESINDE,,,Setor Empresarial Estado,,Total 1 dia,DESCONVOCADA,2015,2
DSRPN,19-fev-15,"STAL - SINDICATO NACIONAL DOS TRABALHADORES DA ADMINISTRAÇÃO LOCAL E REGIONAL, EMPRESAS PÚBLICAS, CONCESSIONÁRIAS E AFINS",EMPRESAS MUNICIPAIS AGERE,,,Setor Empresarial Estado,,Total 1 dia,,2015,2
DSRPN,25-fev-15,Sindicato dos Professores do Norte ,"Estabelecimentod de educação e ensinos públicos (Edcadores de Infância, docentes dos ensinos básico, (*)",,,Setor Empresarial Estado,,Total 1 dia,,2015,2
DSRPN,5-fev-15,SINTEVECC    ,"Cottongarden, Unipessoal, Lda; Sublimeconforto, Unipessoal, Lda e CRM, Unipessoal, Lda",,,Privado,,Total 1 dia,,2015,2
DSRPN,04-Mar-15,SITE-NORTE,"CNB/Camac - Companhia Nacional de Borracha, SA",,,Privado,,Por tempo indeterminado,,2015,3
DSRPN,09-Mar-15,SITE-NORTE,"EFACEC - Ambiente, S.A.",,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPN,09-Mar-15,SITE-NORTE,"EFACEC - Handling Solutions, S.A.",,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPN,09-Mar-15,SITE-NORTE,"EFACEC - Engenharia e Sistemas, S.A.",,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPN,09-Mar-15,SITE-NORTE,"EFACEC - Electric Mobility, S.A.",,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPN,09-Mar-15,SITE-NORTE,"ATM - Assistência Total em Manutenção, S.A.",,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPN,10-Mar-15,SITE-NORTE,"EFACEC Serviços Cooperativos, S.A",,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPN,10-Mar-15,SITE-NORTE,"EFACEC Capital S.G.P.S., S.A",,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPN,10-Mar-15,SITE-NORTE,"EFACEC Energia - Máquinas e Equipamentos Eléctricos, S.A.",,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPN,11-Mar-15,SINDICATO DOS TRABALHADORES DO SECTOR TÊXTIL DA BEIRA BAIXA,Greve de Sector: Vestuário,,,Privado,,Trabalho suplementar/Feriado,,2015,3
DSRPN,12-Mar-15,STAL (DGERT/LISBOA),Administração Local e Regional; Estabelecimentos de Ensino;Associações de Bombeiros e IPSSs,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPN,13-Mar-15,SITE-CN,"Fábrica Papel Cartão Zarrinha, SA.",,,Privado,,Total + de 1 dia,,2015,3
DSRPN,20-Mar-15,STRUN,"ZAS - Transportes e Logística, S.A.",,,Privado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPN,20-Mar-15,SITE-NORTE,"JADO IBÉRIA - Produtos Metalúrgicos - Sociedade Unipessoal, Lda",,,Privado,,Total + de 1 dia,,2015,3
DSRPN,20-Mar-15,FEVICCOM,"Santos Barosa - Vidros, S.A.",,,Privado,,Total + de 1 dia,,2015,3
DSRPN,23-Mar-15,STAD,Vadeca (local de trabalho: EMEF - Contumil),,,Privado,,Total 1 dia,,2015,3
DSRPN,24-Mar-15,SITE-CN,"Renault Cacia, S.A.",,,Privado,,Total + de 1 dia,,2015,3
DSRPN,24-Mar-15,SITE-NORTE,"CNB/Camac - Companhia Nacional de Borracha, SA",,,Privado,,Total 1 dia,DESCONVOCADA,2015,3
DSRPL,30-Mar-15,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",LISNAVE,,,Setor Empresarial Estado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPL,30-Mar-15,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",LISNAVE YARDS,,,Setor Empresarial Estado,,Total + de 1 dia,,2015,3
DSRPL,02-Mar-15,FECTRANS,METROPOLITANO DE LISBOA EP ,,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,02-Mar-15,SENSIQ,METROPOLITANO DE LISBOA EP ,,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,26-Mar-15,FECTRANS,METROPOLITANO DE LISBOA EP ,,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,12-Mar-15,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,CP COMBOIOS EPE ,,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,17-Mar-15,FECTRANS,CARRIS FERRO DE LISBOA,,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,17-Mar-15,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,CP COMBOIOS EPE ,,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,02-Apr-15,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,EMEF,,,Setor Empresarial Estado,,Total + de 1 dia,,2015,3
DSRPL,19-Mar-15,SFRCI,CP COMBOIOS EPE ,,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,19-Mar-15,SITRENS,"CP COMBOIOS EPE, CP CARGA S.A. ",,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,27-Mar-15,FEVICCOM,SGPS - SAINT GOBAIN SEKURIT PORTUGAL,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,26-Mar-15,SITRA,CARRIS FERRO DE LISBOA,,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,26-Mar-15,FENPROF,CAMBRIDGE,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,26-Mar-15,SNTCT,CTT - CDP ,,,Privado,,Total + de 1 dia,DESCONVOCADA,2015,3
DSRPL,25-Mar-15,SINDICATO DOS JORNALISTAS,ASS. PORT. IMPRENSA E OUTROS,,,Privado,,Por tempo indeterminado,,2015,3
DSRPL,25-Mar-15,SINDAV,PORTWAY,,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,3
DSRPL,25-Mar-15,FESAHT,HOTEIS TIVOLI ,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,25-Mar-15,FEVICCOM,SANTOS BAROSA - VIDROS S.A.,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,24-Mar-15,"STIHTRSS - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL",BINGO GINASIO CLUBE DO SUL,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,24-Mar-15,"STIHTRSS - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL",ITAU - INSTITUTO TECNICO DE ALIMENTAÇÃO HUMANA (REFEITÓRIO DA TAP),,,Privado,,Total + de 1 dia,,2015,3
DSRPL,18-Mar-15,STFPSSRA,SANTA CASA MISERICORDIA DE LISBOA,,,Setor Empresarial Estado,,Total + de 1 dia,,2015,3
DSRPL,18-Mar-15,STAL ,EMPRESAS MUNICIPAIS,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,17-Mar-15,"STIHTRSS - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL",HOTEIS TIVOLI ,,,Privado,,Por tempo indeterminado,DESCONVOCADA,2015,3
DSRPL,17-Mar-15,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL",LBC TANQUIPOR,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,17-Mar-15,FEVICCOM,BA VIDRO S.A.,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,17-Mar-15,"STIHTRSA - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO ALGARVE",MARINOHOTEIS S.A.,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,12-Mar-15,STSS - SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA,"ENTIDADES PUBLICAS EMPRESARIAIS DE SAUDE, EPE`S",,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,3
DSRPL,13-Mar-15,STAL,AGUAS DO OESTE,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,05-Mar-15,STAD,EMPRESAS PRESTADORAS DE SERVIÇOS DE VIGILÂNCIA,,,Privado,,Total 1 dia,,2015,3
DSRPL,05-Mar-15,"SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CERÂMICA, CIMENTOS E SIMILARES, CONSTRUÇAO, MADEIRAS, MARMORES E CORTIÇAS DO SUL E REGIOES AUTONOMAS",ABRIGADA- COMPANHIA NACIONAL DE REFRACTARIOS S.A.,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,03-Mar-15,STEFFAS,ESTABELECIMENTOS E INSTITUTOS MILITARES (TRAB. CIVIS),,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,03-Mar-15,STEFFAS,M.M. GESTÃO PARTILHADA EPE,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,03-Mar-15,STEFFAS,LABORATORIO MILITAR DE PRODUTOS QUIMICOS E FARMACEUTICOS,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,03-Mar-15,STEFFAS,ARSENAL DO ALFEITE S.A.,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,02-Mar-15,SINTAP,HOSPITAIS EPE E UNIÃO DAS MOSERICORDIAS,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,02-Mar-15,SNBP,BOMBEIROS PROFISSIONAIS ,,,Privado,,Total + de 1 dia,,2015,3
DSRPL,02-Mar-15,SINDICATO DE QUADROS E TÉCNICOS ,"ORGANISMOS DA ADMINISTRAÇÃO DIRETA E INDIRETA DO ESTADO, ADMINSITRAÇÃO LOCAL E REGIONAL",,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,02-Mar-15,SPGL - SIND. PROFESSORES DA GRANDE LISBOA,ADMINSTRAÇÃO PUBLICA,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPL,02-Mar-15,STAL,EMEL ,,,Setor Empresarial Estado,,Trabalho suplementar/Feriado,,2015,3
DSRPL,02-Mar-15,FNTFPS,ADMINSTRAÇÃO PUBLICA,,,Setor Empresarial Estado,,Total 1 dia,,2015,3
DSRPN,15-abr-15,STRUN,"ZAS - Transportes e Logística, S.A.",,,Privado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,4
DSRPN,23-abr-15,SNM;STRUN,STCP,,,Setor Empresarial Estado,,Total + de 1 dia,SETOR TRANSPORTES,2015,4
280/2015,1-abr-15,"SINAFE;SNAQ;SINDEFER;SINTTI;FECTRANS;SIOFA;FENSTIE - FEDERAÇÃO NACIONAL DOS TRANSPORTES, INDÚSTRIA E ENERGIA","CP, EPE                        CP- CARGA                      REFER                         EMEF     ",,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,4
297/2015,7-abr-15,SINDICATO MESTRANÇA MARINHAGEM MARINHA MERCANTE ENERGIA FOGUEIROS TERRA,NAVIO NORUEGA,,,Setor Empresarial Estado,,Total 1 dia,,2015,4
298/2015,7-abr-15,SITE-CSRA,TINTAS DYRUP S.A.,,,Privado,,Parcial + de 1 dia,Desconvocada,2015,4
299/2015,7-abr-15,SINTTAV - SINDICATO  NACIONAL TRABALHADORES  DAS TELECOMUNIAÇÕES E AUDIOVISUAL,IMPRENSA NACIONAL- CASA DA MOEDA,,,Setor Empresarial Estado,,Por tempo indeterminado,,2015,4
300/2015,7-abr-15,SINDICATO DE QUADROS E TÉCNICOS,METROPOLITANO DE LISBOA EP,,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,4
302/2015,7-abr-15,STAL - SIND. NACIONAL TRABALHADORES ADMINISTRACAO LOCAL REGIONAL EMPRESAS PUBLICAS,TRABALHADORES DA ADMINISTRACAO LOCAL E REGIONAL,,,Setor Empresarial Estado,,Total 1 dia,,2015,4
315/2015,10-abr-15,FECTRANS,COMPANHIA CARRIS FERRO DE LISBOA,,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,4
318/2015,13-abr-15,FECTRANS,CARRISTUR,,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,4
321/2015,14-abr-15,FECTRANS;STTM;SINDEM;SITRA;FETESE,METROPOLITANO DE LISBOA EP,,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,4
322/2015,14-abr-15,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,"CP, EPE     ",,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,4
323/2015,14-abr-15,SPGL - SINDICATO DOS PROFESSORES DA GRANDE LISBOA,SANTA CASA DE MISERICÓRDIA DE LISBOA,,,Setor Empresarial Estado,,Total 1 dia,,2015,4
328/2015,20-abr-15,SINFB - SINDICATO INDEPENDENTE NACIONAL DOS FERROVIÁRIOS,"CP, EPE     ",,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,4
329/2015,20-abr-15,"STFCMM - SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS, E DA MARINHA MERCANTE / SIMAMEVIP / SITEMAQ",ATLANTIC FERRIES,,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,4
330/2015,20-abr-15,"STFCMM - SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS, E DA MARINHA MERCANTE / SIMAMEVIP / SITEMAQ",ATLANTIC FERRIES,,,Setor Empresarial Estado,,Por tempo indeterminado,SETOR TRANSPORTES,2015,4
331/2015,20-abr-15,SINDICATO PILOTOS NA COMPANHIA PORTUGÁLIA AIRLINES,GRUPO TAP,,,Setor Empresarial Estado,,Total 1 dia,SETOR TRANSPORTES,2015,4
332/2015,20-abr-15,"STEFFAS - SIN. TRAB. CIVIS DAS FORÇAS ARMADAS, ESTAB. FABRIS E EMPRESAS DA DEFESA",TRABALHADORES DA MM- GESTAO PARTILHADA EPE,,,Setor Empresarial Estado,,Total 1 dia,,2015,4
333/2015,20-abr-15,SINDICATO DOS TRABALHADORES DA INDÚSTRIA E COMÉRCIO DE CARNES DO SUL,SUPERMERCADOS E HIPEMERCADOS,,,Privado,,Total 1 dia,,2015,4
334/2015,20-abr-15,SINDETELCO - SIND. DEMOCRÁTICO TRABALHADORES COMUNICAÇÕES E DOS MEDIA,STEF PORTUGAL,,,Privado,,Total 1 dia,,2015,4
335/2015,20-abr-15,SINDETELCO - SIND. DEMOCRÁTICO TRABALHADORES COMUNICAÇÕES E DOS MEDIA,STEF PORTUGAL,,,Privado,,Total 1 dia,,2015,4
345/2015,22-abr-15,"FEPCES - FEDERAÇÃO PORTUGUESA DOS SINDICATOS DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS","SUPERMERCADOS, HIPEMERCADOS, ARMAZENS LOGISTICAS ",,,Privado,,Total 1 dia,,2015,4
350/2015,24-abr-15,"FEVICCOM - FEDERAÇÃO PORTUGUESA DOS SINDICATOS DA CONSTRUÇÃO, CERÂMICA E VIDRO",BA VIDRO  S.A - CENTRO DE VENDA NOVA,,,Privado,,Parcial + de 1 dia,,2015,4
